tic_peakratio,tic_elutionShift,tic_similarity,tic_symmetry,tic_jaggedness,tic_modality,transition_peakratio_1,transition_peakratio_2,transition_peakratio_3,transition_peakratio_4,transition_peakratio_5,transition_peakratio_6,transition_peakratio_7,transition_elutionShift_1,transition_elutionShift_2,transition_elutionShift_3,transition_elutionShift_4,transition_elutionShift_5,transition_elutionShift_6,transition_elutionShift_7,transition_similarity_1,transition_similarity_2,transition_similarity_3,transition_similarity_4,transition_similarity_5,transition_similarity_6,transition_similarity_7,transition_symmetry_1,transition_symmetry_2,transition_symmetry_3,transition_symmetry_4,transition_symmetry_5,transition_symmetry_6,transition_symmetry_7,transition_jaggedness_1,transition_jaggedness_2,transition_jaggedness_3,transition_jaggedness_4,transition_jaggedness_5,transition_jaggedness_6,transition_jaggedness_7,transition_modality_1,transition_modality_2,transition_modality_3,transition_modality_4,transition_modality_5,transition_modality_6,transition_modality_7,tic_peakmax,tic_peakarea,tic_peakshift,tic_FWHM,transition_peakmax_1,transition_peakmax_2,transition_peakmax_3,transition_peakmax_4,transition_peakmax_5,transition_peakmax_6,transition_peakmax_7,transition_peakarea_1,transition_peakarea_2,transition_peakarea_3,transition_peakarea_4,transition_peakarea_5,transition_peakarea_6,transition_peakarea_7,transition_peakshift_1,transition_peakshift_2,transition_peakshift_3,transition_peakshift_4,transition_peakshift_5,transition_peakshift_6,transition_peakshift_7,transition_FWHM_1,transition_FWHM_2,transition_FWHM_3,transition_FWHM_4,transition_FWHM_5,transition_FWHM_6,transition_FWHM_7,label
0.3573296256804845,0.83658881,-0.04779649220708435,0.4729682029677546,0.39270873250135113,0.3172158795711416,0.40015466831270524,0.6935100896603743,0.37864454857664265,0.3257655614386927,0.2425125905190317,0.4041072741448398,0.23381039097440823,0.6487449840804853,0.9514068842517354,0.3914668765034483,0.9847143283809263,0.2237718376098008,0.07730465262277791,0.27010753997038867,-0.22408826514396396,-0.43474918777107496,0.14140102796347256,-0.18667184062393435,0.6519545030036268,0.69057830528229,0.589002031761861,-0.07664808577738694,-0.6409970116750875,0.03518353424641036,-0.5334789503388118,0.30474108581214276,0.6486223630709512,0.5230286865731711,0.42645795482632554,0.23130878341668806,0.40177440432000555,0.31953166349188267,0.3649268524060475,0.3676974539341543,0.353929945190875,0.8244,0.3995,0.6152,0.7199,0.7637,0.6992,0.8428,9963.31283569336,206596.8459777832,12.0,22.0,1321.111328125,3628.188720703125,1291.80078125,3086.803955078125,1987.1580810546875,2240.053955078125,1379.2733154296875,18217.34942626953,42404.31716918945,24823.33526611328,41976.521240234375,35678.86749267578,31108.651428222656,12387.803955078125,0.5,3.5,0.5,0.5,2.5,2.5,2.5,8.0,9.0,23.0,19.0,17.0,9.0,3.0,0
0.01188306717727109,0.36696049,-0.0814006962526317,0.7566494196912263,0.3031005599888206,0.8062279960766126,0.03344843507965068,0.036224036946501434,0.010126942695402754,0.01294570200635113,0.0038102360165380594,0.0010437776950891567,0.002222813993268435,0.03286398857383795,0.4303802169170817,0.9887471071355092,0.2700748813774398,0.0672270756128649,0.3723634201183817,1.0,0.3793519723431133,-0.18558809501945,0.11522382836172536,-0.147674143553056,-0.34063128406825116,0.2744992862208495,-0.44744627719169183,0.2182349639014591,0.8993974151035465,0.1647784272475287,0.11107985818551282,-0.20537934351498469,0.0,-0.6738749546331945,0.33542403622963707,0.3088612673482058,0.4346961094580945,0.453289122598368,0.35834062886315904,0.36703925429041817,0.465895008417268,0.1682,0.9736,0.9978,0.7758,0.9718,0.881,1.0,509.274241447449,4560.457999969379,2.0,11.0,203.4379119873047,218.1620330810547,94.00379180908203,190.34796142578125,120.0008544921875,16.41217803955078,18.960102081298828,1017.5708153247833,1626.1993408203125,419.4981738179922,936.0952899456024,433.19781017303467,46.24033033847809,81.65623954917464,0.5,3.5,0.5,0.5,3.5,3.5,2.5,6.0,7.0,9.0,3.0,5.0,6.0,4.0,0
0.09282081869413478,0.11106121,0.9231530034518048,0.9839404107265787,0.1489574594004384,0.3038649185289126,0.12142206498129239,0.1170093739321091,0.0756246486709312,0.0706202550227169,0.09509124975737612,0.06211975267721522,0.12333845689610602,0.3045072317970271,0.022402544513709075,0.0,0.022650822689664372,0.07636899418058875,0.366220472831502,0.1284720038503716,0.9516353840913778,0.8007140531932749,0.7858263649714976,0.7255523678301682,0.9555733489050607,0.6952593718157094,0.6046775418210896,0.6852817850034553,0.9039501291074972,0.9305653510083759,0.8697503502600985,0.9371914213631655,0.6329196476433473,0.2427431118866319,0.16024926662590772,0.12364922123663358,0.191716278409252,0.23300465509029541,0.22298587242714896,0.07623199894517162,0.18167980194747546,0.3556,0.193,0.3948,0.664,0.3661,0.2808,0.5357,1451.042175292969,9550.851165413855,2.0,5.0,186.44424438476562,187.39698791503906,141.2301788330078,312.0570068359375,428.9292907714844,108.9345703125,216.6618194580078,1182.2727098464966,1601.054531097412,902.0296039581299,1307.5140571594238,2817.495502591133,662.3488659858704,1078.1358947753906,2.5,2.5,2.5,2.5,2.5,0.5,0.5,6.0,6.0,7.0,2.0,5.0,4.0,5.0,1
0.08279459542254974,0.06575385,0.9805229465195444,0.9587082789509471,0.11380662793226606,0.3161170335437844,0.09489738524133103,0.06701681188365374,0.1132576382678142,0.07829816309727326,0.08123041751848349,0.08348258881120058,0.06845944745617798,0.35138327899674615,0.11381428816923114,0.04191085301492939,0.01005665262439543,0.20491581222295,0.2105101652319306,0.0,0.8416003159888652,0.7324091185774675,0.8219833556050248,0.9699860147602808,0.9523196053345663,0.8310782317439832,0.8710205947319252,0.6153851733710795,0.8370355097902561,0.6579789595755264,0.961854625805095,0.938015120267371,0.5030600766884382,0.7068781743294318,0.16206120941431265,0.17238792113567541,0.22825833501463383,0.14480115118436665,0.09156644126251455,0.1536141070282499,0.2020601602728477,0.2716,0.6108,0.6158,0.3001,0.214,0.1884,0.5016,2148.981231689453,14958.842307003119,1.0,5.0,249.91940307617188,192.7115478515625,341.3128967285156,376.9851989746094,608.199951171875,194.12257385253906,263.0139465332031,1584.4576918202415,1543.0804901123047,2274.5451316833496,2585.4320125579834,4283.592582702637,1576.871738910675,1110.8626592159271,0.5,1.5,1.5,0.5,0.5,0.5,0.5,7.0,7.0,7.0,6.0,4.0,8.0,2.0,1
0.010224776096915895,0.01668091,0.34862533021229203,0.966845903636514,0.3067340881222855,0.7517994481638763,0.019526987600912336,0.04511551479531895,0.008928711534857107,0.010714304786903793,0.0012422652768574983,0.0,0.0,0.29408170801482875,0.12442052177053314,0.0,0.10112859961156431,0.0,0.0,0.0,0.14174590085433858,-0.30854995571450616,0.23657100025269964,0.687630889142505,0.14310424651970083,0.0,0.0,0.17442768833634595,0.6486790408089306,0.0,0.414305245137045,0.6641309167948327,0.0,0.0,0.22288027731680593,0.4386515813396981,0.5067532212829523,0.155006011591323,0.2969597979481252,0.436997726477859,0.43522364760376253,0.4845,0.979,0.9854,0.6196,0.7041,1.0,1.0,331.106061160564,3355.5023961737365,2.0,9.0,66.35394287109375,207.75340270996094,121.31143188476562,118.55901336669922,36.71200942993164,0.0,0.0,494.6638021469116,1749.3106269836426,334.26672948147825,659.4495601654053,117.81167739629745,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.5,10.0,13.0,1.0,4.0,1.0,0.0,0.0,0
0.1498130546994384,0.05558934,0.9819290579674588,0.9875318378218627,0.07182305318409288,0.16301851401025402,0.16026903866553188,0.17955786540168336,0.1439882823395118,0.14546354562526148,0.14560571738280176,0.143774406466929,0.13568568205523102,0.06575042108467301,0.019943813061450082,0.09717110025802084,0.06341261836576267,0.051849204882387714,0.008585387151415958,0.057522823904713916,0.9453672509420588,0.9399713380829916,0.9335687806013081,0.9898039438454191,0.9694744819192025,0.9221872046797726,0.9220420726479632,0.9719346759805135,0.9313584455878838,0.912576287195978,0.9638847414195446,0.9519236314829476,0.920206632980721,0.9527297330605781,0.11637765092947751,0.08419907024240159,0.0670599934686001,0.10671375094920225,0.08741295824167081,0.07025052217773456,0.10259932903117819,0.4259,0.2705,0.2772,0.2263,0.173,0.1582,0.2617,5472.965667724609,46450.761083602905,1.0,7.0,611.5942993164062,801.33447265625,686.4285888671875,977.9011840820312,1540.9093017578125,569.5692138671875,472.0364685058594,4421.53431892395,6888.330139160156,5186.436912536621,8113.197113037109,13085.080307006836,5032.793876647949,3723.388416290283,2.5,2.5,0.5,0.5,0.5,0.5,0.5,5.0,6.0,6.0,6.0,8.0,7.0,7.0,1
0.010407804534941795,0.26325471,0.889616009257917,0.6107792419844129,0.1995721704517317,0.30407384199250165,0.011307027417468293,0.04154384184266529,0.0035259281892475653,0.008664234334215594,0.006707397964174139,0.003073927786008796,0.0029464177968884417,0.8924960010534699,0.2601825870974853,0.37991984801758777,0.11362981981876569,0.3510876263648712,0.05027066673502145,0.0,-0.31492025780391836,0.7984640209843155,0.4761713956234472,0.5989395590159478,0.13827555276198142,0.7724106680104339,0.6133244202633995,-0.544588519169026,0.645503762163414,0.9018686873440305,0.48210455459073887,-0.6085200870056637,0.9944724106552145,0.11794730932716084,0.49862808473494485,0.12127093152265396,0.29691086507889874,0.28285663786599,0.3529858321602841,0.3092760783048001,0.34920595599380494,0.8546,0.2437,0.4311,0.7191,0.8313,0.865,0.9947,536.180108785629,5020.8502894938,1.0,6.0,99.4833984375,275.9006042480469,43.805824279785156,115.41020965576172,200.98085021972656,67.4896469116211,57.56346893310547,409.61237347126007,2385.2605590820312,198.49242687225342,789.7826942503452,926.52197265625,172.36703079938889,138.81323236227036,2.5,3.5,0.5,2.5,2.5,2.5,2.5,12.0,7.0,7.0,9.0,8.0,2.0,1.0,0
0.10371790047327183,0.12009521,0.9294235937759033,0.9804025457456502,0.10454326831698185,0.06616234644431818,0.10820053348149228,0.12032665283336942,0.10530988132348533,0.11939790448761854,0.09005251561119526,0.08594715322461188,0.10690472097255323,0.21145908575574793,0.10064181244436672,0.049283830844641635,0.396093247143407,0.04237343613747137,0.021356523040982876,0.13554432494624644,0.8425135971992,0.9091338924908805,0.9693169879939695,0.8491343076299274,0.8721887054191473,0.6593738547603424,0.7306660827583671,0.8538199746638746,0.882085264904727,0.9729018849752478,0.8725327960756266,0.9558371327034199,0.6377599977662528,0.828339186982901,0.12198001412320325,0.13482585728943217,0.1734727384483704,0.18472440723147748,0.0776450030275663,0.13084571197178865,0.13198987746090263,0.3991,0.2664,0.4797,0.3178,0.1169,0.1932,0.3364,2415.54027557373,25941.07260465622,2.0,9.0,279.20361328125,363.12396240234375,385.27252197265625,559.530029296875,678.7651977539062,282.8092956542969,281.1830749511719,2521.7827949523926,3790.0328483581543,3065.0005071163177,5433.855111122131,6327.794323682785,2411.4352226257324,2391.171796798706,3.5,2.5,0.5,0.5,0.5,0.5,0.5,6.0,8.0,5.0,10.0,8.0,6.0,8.0,1
0.007384065886846569,0.07425497,0.5917528078144074,0.17494809346776072,0.21946157313455147,0.7504254944169629,0.0076432570555016914,0.0325822702078776,0.0,0.009856258609124946,0.001690141263834528,0.0047346975337813,9.816999296474888e-05,0.4487719890781942,0.061939688515638636,1.0,0.0,0.0,0.004827454347563892,1.0,-0.43424329181324384,0.18501331895136297,-0.26923353034056585,0.6641760289309451,0.7496363084416532,0.15161779697879874,-0.3320680337393885,0.2541782479607499,0.07565729859629375,0.0,0.6412451836242045,0.0,-0.43041471317276364,0.0,0.5410787955812858,0.2889865025687438,0.533700545719047,0.24353664600453087,0.30237666141017033,0.47070489291039713,0.5365800428642294,1.0,1.0,1.0,0.5517,0.9462,0.9742,1.0,448.218209266663,2801.825983345508,1.0,5.0,57.44990158081055,208.42469787597656,0.0,190.39923095703125,67.58055877685547,91.78557586669922,3.6926887035369873,206.3998339176178,1515.7987651824951,0.0,678.082052230835,187.20075404644012,210.6518892645836,3.6926887035369873,2.5,2.5,2.5,2.5,2.5,2.5,0.5,11.0,7.0,0.0,1.0,1.0,1.0,0.0,0
0.007091480444651201,0.18643843,0.5831496705672343,0.35611607762768804,0.292512847417978,0.7150164744342502,0.009296696999201909,0.049028745178141646,0.0004031050558088555,0.00029264515580277635,0.0015707443408276137,0.0009574830902210408,0.0,0.013637053474243006,0.3356464620863553,0.0,0.3924078577441923,1.0,0.0,0.0,-0.10184036774285292,0.690165545834116,-0.09034313535644288,-0.662321773254929,-0.3725200786915271,0.5797038316182004,0.0,0.9585947566169408,-0.18945027534547965,0.0,0.8470847009757243,0.0,0.0,0.0,0.4992086297223195,0.28223462638210683,0.33981545839537247,0.4059022038179429,0.47523818061041134,0.3737419975480081,0.5184446013783118,1.0,0.6894,0.8617,1.0,1.0,0.3285,1.0,298.988728523254,2324.715436160564,3.0,8.0,130.65203857421875,276.93212890625,8.10548210144043,10.322269439697266,58.928009033203125,20.72698211669922,0.0,232.9837023615837,1868.8823051452637,14.38783860206604,18.32280158996582,153.3468415737152,36.79194688796997,0.0,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0
